text,label
"""That the LESSOR shall have full control over the supervision and management in respect of the said flat and the LESSEE shall not, in any way, interfere with the LESSOR'S right of maintenance nor the LESSOR interfere with the LESSEE'S rights of quiet & peaceful undisturbed tenancy & occupation.""",none
"The LESSEE should keep the demised premises in good and tenantable condition, as any prudent person would do with his/her property.",none
The LESSEE shall not use the demised premises for any purpose other than for which it was let out nor shall sub-let or sub-lease the portion let out to him to any third party.,none
"The LESSEE shall not commit default in the payment of rents and if the LESSEE fails to pay the monthly rent within the stipulated time for two consecutive months, the",none
lease shall stand cancelled and the LESSEE shall vacate the FLAT forthwith.,none
The LESSEE covenants to keep the demised premises in good and tenantable condition during the continuance of this Lease and also no make any permanent additions or alteration in the same.,none
"That, in case of damage caused by the LESSEE to the SAID PREMISES during the period of use, LESSEE shall be held responsible for compensation and other charges as the case may be and such charges may be adjusted from the security deposit amount when the same is refunded upon completion of the licensing agreement tenure (Vacation of flat).",none
The LESSEE shall handle the fittings and fixtures in the Demised premises and maintain the same properly.,none
"The LESSEE agrees to pay the monthly General Maintenance charges (Rs.1500/month) directly to The Flat Owner Mr.Kamal.', 'The LESSEE pay in proportion to the charges and expenses incurred for the maintenance of the premises such as maintenance of common area, electricity, charges relating to common area and salaries paid to the servants for the maintenance of the Building.",none
The LESSOR shall pay all taxes and Levies due to Municipal Corporation.,none
That the LESSEE shall not create any untoward disturbance or nuisance and shall not allow any anti-social person in the SAID PREMISES.,none
That the LESSEE shall not keep or store any illegal inflammable article or explosives that endanger life and property.,none
"Either The LESSOR or the LESSEE may terminate the Lease agreement by giving written notice 2 (Two) months in advance.', 'However the LESSEE is free to terminate the licensing agreement with a shorter notice period in which case the monthly rental for the premises & fixtures only, for the period of two months, shall be paid as compensation to the LESSOR.",arg_notice
"That no interest shall be payable on the deposit amount, which would be refunded by the LESSOR after deducting the arrears in rent and damages if any, at the time of LESSEE vacating and handing over the vacant and peaceful possession of the demise premises to LESSOR.",none
That the said lease shall stand automatically terminated in case the LESSEE fails to comply with any of the stipulated terms and conditions of this agreement.,none
"On the Expiry of the Lease Period of 12 months, this Lease Agreement can be renewed on the 5% increase of rent per annum, after expiry of the agreement and conditions for a further period of 12 / 24 months upon execution of a fresh lease agreement.",arg_till
SCHEDULE,none
"ALL THAT PIECE AND PARCEL OF FLAT BEING NO 97,Kanda Swamy Koil Street, Kosapet, Chennai-600012.",none
IN WITNESS WHEREOF this agreement upon above-mentioned terms and conditions both the,none
"LESSOR and LESSEE hereby are subscribing their respective hands and seals to the day,",none
month and year first above written.,none
SIGNED SEALED AND DELIVERED IN PRESENCE OF WITNESSES:,none
1,none
SIGNATURE OF THE LESSOR OR POA Agent,none
SIGNATURE OF THE AUTHORISED SIGNATORY OF THE LESSEE,none
Fixtures List,none
a) Fans\tb) Geysers\tc) Tube Lights\td) Exhaust Fan,none
e) Other,none
RENTAL AGREEMENT,none
THIS DEED OF RENTAL AGREEMENT executed at Chennai this 19th day of August 2013 between:,arg_on
"Mrs. M. Geetha, W/o.', 'V. Manoharan, aged about 53 years, residing at No.62-D, Saravana Flats, 1st Floor, Pinagapani Street, Devaki Nagar, Kundrathur, Chennai-600 069.', 'Hereinafter called the owner (Which expression shall, wherever the context so requires, be deemed to mean and include her legal heirs, executors, administrators and assignees) of the one part.",arg_det
AND,none
"To and in favour of M/s.', 'Siruvani Traders Private Limited Represented by Mr. J. L. Saravana, aged about 33 years S/o M S Jambulingam, residing at No.', '13/5, Janakiraman Street, Muthurangam Block, Jafferkhanpet, Ashok Nagar, Chennai - 600 083, hereinafter called the tenant (which expression shall, wherever the context so requires be deemed to mean and include his successors- in- interest and assignees) of the other part witnesses as follows:",arg_det
-2-,none
"Whereas Mrs. M. Geetha is the absolute owner of the property at No.62-D, Saravana Flats, 1st Floor, Pinagapani Street, Devaki Nagar, Kundrathur, Chennai - 600 069 measuring 250 sq.ft and in possession and enjoyment of the same.",none
Whereas the tenant has approached the owner to take on rent the First Floor premises of the building referred in the schedule hereunder for running their business activities and the owner has also agreed for the same.,none
WHEREAS the parties herein mentioned felt expedient to reduce the terms and conditions of the rental agreement into writing.,none
THIS RENTAL AGREEMENT WITNESSETH AS FOLLOWS:,none
"That in pursuance of the above said offer and acceptance and in consideration of a monthly rent of Rs.2500 /- herein mentioned, the owner hereby lets out the First Floor of the building bearing, No.62-D, Saravana Flats, 1st Floor, Pinagapani Street, Devaki Nagar, Kundrathur, Chennai-600 069 subject to the terms, conditions and convenants specified hereunder.",arg_val
This Rental Agreement shall be for a period of 11 Months commencing from August 2014.,arg_till
The agreed rent of Rs.2500/- has to be paid on or before 5th of every month.,none
"While the owner shall bear the property tax, water tax, in respect of the Rented Flat, the tenant shall bear Electricity, Maintenance and Water Charges.",none
The tenant shall use the schedule property only for the Office use.,none
The tenant hereby covenants with the owner and assures here that.,none
They will keep the flat in a neat and tenantable condition.,none
They will not carry out any structural alternation to the flat leased out;,none
They will not cause any nuisance either to the owner or to the other occupants in the building / neighbors.,none
On the expiry of the lease he will peacefully surrender vacant possession of the schedule property to the owner.,none
The tenant shall not sub-lease / Sub-let the flat leased out to them to anyone,none
Notwithstanding anything contained herein either party can terminate this lease by serving the other party a notice in writing 4 months in advance.,arg_notice
The tenant shall permit the owner or her agents to inspect the flat leased out at all reasonable time to see whether all the terms and conditions of the lease are complied with by the tenant.,none
The rental agreement can be renewed once in every 11 months with the mutual consent of the parties to this agreement,none
IN WITNESS WHEREOF THE PARHES HERETO HAVE SET AND SUBSCRIBED THEIR RESPECTIVE HANDS AND SEALS HEREUNTO ON THE DAY AND YEAR FIRST ABOVE WRISTTEN,none
WITNESSES:,none
1,none
(OWNER),none
2,none
(TENANT),none
HOUSE RENTAL AGREEMENT,none
"This Rental Agreement or Residential Lease shall evidence the complete terms and conditions under which the parties whose signatures appear below have agreed.', 'Landlord, SUHAIMI BIN AG.', 'AMAN AND NOOR AZEENAH BINTI MICHAEL, shall be referred to as ""OWNER"" and Tenant(s)/Lessee, MOHD KHAIRUN BIN ZAKARIA shall be referred to as ""RESIDENT.""', 'As consideration for this agreement, OWNER agrees to re nt/lease to RESIDENT and RESIDENT agrees to rent/lease from OWNER for use solely as a private residence, the premises located at HOUSE NO.', '97, JALAN DUGANG TAMBALANG,TUARAN in the state of SABAH",arg_det
"TERMS: RESIDENT agrees to pay in advance RM 450 per month on the\t.', 'This",arg_val
"agreement shall commence on 1st July 2014 and continue for one (1) year as leasehold.', 'Thereafter it shall become a month-to-month tenancy.', 'If RESIDENT should move from the premises prior to the expiration of this time period, he shall be liable for all rent due until such time that the Residence is occupied by an OWNER approved paying RESIDENT and/or expiration of said time period, whichever is shorter.",arg_on
PAYMENTS: Rent and/or other charges are to be paid at such place or method designated by the owner as follows,none
"All payments are to be made by Cash/ Fund Transfer or via Cash Deposit Machine.', ""OWNER acknowledges receipt of the First Month's rent of RM 450, and a Security Deposit of RM 900 (2 months deposit), and additional charges/fees for RM 350 (utilities), for a total payment of RM 1700."", 'All payments are to be made payable to SUHAIMI AG.', 'AMAN/ NOOR AZEENAH MICHAEL.",arg_val
SECURITY DEPOSITS: The total of the above deposits shall secure compliance with the terms and conditions of this agreement and shall be refunded to RESIDENT within 30 days after the premises have been completely vacated less any amount necessary to pay OWNER;,arg_notice
"any unpaid rent,",none
"cleaning costs,",none
"key replacement costs,",none
"cost for repair of damages to premises and/or common areas above ordinary wear and tear, and",none
"any other amount legally allowable under the terms of this agreement.', 'A written accounting of said charges shall be presented to RESIDENT within 14 days of move-out.', 'If deposits do not cover such costs and damages, the RESIDENT shall immediately pay said additional costs for damages to OWNER.",none
UTILITIES: RESIDENT agrees to pay all utilities and/or services based upon occupancy of the premises.,none
